,Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Cost
4671,0.17,22.0,12.0,389987.0,1325.12,61.98,2743.09
4672,0.36,15.0,8.0,18757.0,26.85,74.67,719.14
4673,0.39,19.0,7.0,259.0,3.19,22.75,257.37
4674,0.45,28.0,13.0,2343.0,4.39,12.6,1271.31
4675,0.16,21.0,9.0,201924.0,264.68,65.27,926.44
4676,0.14,15.0,8.0,3911.0,14.12,18.68,227.35
4677,0.11,16.0,8.0,153774.0,95.59,53.76,900.68
4678,0.34,14.0,6.0,2708.0,6.79,10.25,156.85
4679,0.45,49.0,10.0,251.0,4.87,23.98,150.88
4680,0.05,14.0,6.0,115395.0,19.86,49.89,327.73
4681,0.65,20.0,11.0,26111.0,113.22,77.46,1981.74
4682,0.39,9.0,4.0,756.0,3.59,18.63,240.68
4683,0.64,37.0,8.0,213.0,6.77,21.75,596.66
4684,0.34,16.0,7.0,3360.0,8.16,10.86,246.23
4685,0.94,4.0,4.0,51.0,3.9,24.61,310.82
4686,0.45,16.0,6.0,32209.0,35.54,83.12,517.38
4687,0.59,39.0,9.0,5539.0,8.45,72.73,1749.17
4688,0.11,12.0,8.0,58613.0,186.29,59.95,699.1
4689,0.41,30.0,6.0,1027.0,5.82,12.86,213.46
4690,0.19,11.0,6.0,55.0,3.32,22.03,128.58
4691,0.26,21.0,11.0,10714.0,31.61,58.14,674.56
4692,0.55,26.0,9.0,13938.0,90.36,30.54,2932.92
4693,0.88,34.0,15.0,1647.0,3.78,23.65,1075.65
4694,0.29,22.0,6.0,4947.0,6.41,12.54,197.84
4695,0.41,12.0,8.0,18600.0,26.45,31.01,353.05
4696,0.36,24.0,15.0,8066.0,23.51,66.19,740.21
4697,0.87,23.0,16.0,1258488.0,4850.98,71.87,46376.54
4698,0.32,11.0,6.0,1176.0,5.73,22.12,228.45
4699,0.66,28.0,13.0,6262.0,37.29,78.0,2058.45
4700,0.45,16.0,8.0,4998.0,12.98,19.57,179.04
4701,0.56,29.0,11.0,1571.0,6.92,10.36,257.87
4702,0.92,16.0,7.0,3068.0,5.8,16.02,755.6
4703,0.13,12.0,8.0,816.0,5.24,24.07,201.92
4704,0.16,4.0,4.0,516.0,3.67,13.91,181.38
4705,0.92,24.0,12.0,797724.0,1052.44,39.74,5303.74
4706,0.22,25.0,22.0,37710.0,47.45,65.94,666.12
4707,0.46,23.0,8.0,3215.0,8.39,25.0,461.54
4708,0.45,18.0,9.0,133.0,4.59,23.45,183.46
4709,0.83,14.0,7.0,1175.0,5.16,13.17,645.47
4710,0.93,26.0,13.0,508.0,5.39,11.08,493.47
4711,0.27,8.0,4.0,425.0,4.05,21.97,204.56
4712,0.3,26.0,9.0,1981.0,6.83,24.29,284.6
4713,0.38,3.0,2.0,90.0,6.81,24.35,229.84
4714,0.93,4.0,4.0,60.0,6.39,24.05,482.69
4715,0.58,20.0,11.0,221082.0,950.96,89.62,53577.51
4716,0.43,26.0,6.0,131171.0,947.48,63.8,12213.62
4717,0.21,12.0,8.0,37380.0,46.55,80.59,586.62
4718,0.45,29.0,6.0,640.0,4.33,13.76,331.12
4719,0.47,13.0,7.0,238.0,3.57,23.84,229.82
4720,0.89,21.0,6.0,60587.0,299.41,81.42,3201.04
4721,0.56,28.0,12.0,738586.0,4135.51,52.57,19764.05
4722,0.17,29.0,17.0,6351.0,9.75,48.36,460.79
4723,0.47,13.0,8.0,3368.0,5.24,11.83,210.98
4724,0.56,10.0,8.0,84.0,6.95,21.3,281.67
4725,0.39,15.0,6.0,1726.0,8.07,13.94,316.59
4726,0.65,36.0,22.0,1980.0,6.58,17.82,536.35
4727,0.45,19.0,9.0,3886.0,5.88,12.29,301.75
4728,0.42,20.0,10.0,664.0,6.57,10.58,260.31
4729,0.25,12.0,7.0,3077.0,4.26,14.69,198.24
4730,0.45,21.0,9.0,165624.0,601.18,61.16,2345.85
4731,0.45,14.0,8.0,150906.0,1264.15,40.01,3998.87
4732,0.76,5.0,3.0,33.0,4.18,24.37,309.88
4733,0.81,14.0,6.0,560.0,3.34,13.84,287.17
4734,0.81,13.0,8.0,4362.0,20.78,21.83,624.45
4735,0.98,22.0,12.0,3990.0,6.99,10.96,798.85
4736,0.62,61.0,14.0,1374.0,26.99,91.56,2576.04
4737,0.17,16.0,7.0,798.0,4.04,11.34,122.23
4738,0.46,19.0,7.0,8167.0,17.76,91.02,1022.07
4739,0.45,35.0,25.0,77966.0,498.17,84.03,6166.62
4740,0.44,34.0,18.0,2735.0,4.89,12.61,392.35
4741,0.52,29.0,8.0,318.0,4.17,24.27,342.91
4742,0.21,26.0,19.0,2070263.0,2340.58,96.05,16416.24
4743,0.05,28.0,8.0,1486.0,5.18,20.94,141.31
4744,0.25,40.0,12.0,2109.0,4.77,24.76,259.89
4745,0.2,12.0,8.0,8066.0,3.24,10.86,234.03
4746,0.39,17.0,8.0,2296.0,7.02,14.2,232.24
4747,0.49,7.0,4.0,130.0,6.28,24.65,278.27
4748,0.19,4.0,3.0,450.0,5.26,24.34,232.42
4749,0.1,35.0,17.0,3175976.0,3037.69,28.03,7717.38
4750,0.13,7.0,4.0,53.0,4.74,10.96,119.55
4751,0.26,14.0,8.0,98617.0,208.85,63.56,1159.44
4752,0.48,26.0,12.0,425182.0,509.33,78.22,3958.9
4753,0.87,19.0,9.0,4537.0,36.02,18.54,627.7
4754,0.21,51.0,8.0,247279.0,855.03,95.82,5794.09
4755,0.69,44.0,15.0,3135956.0,10201.28,27.45,46073.5
4756,0.41,20.0,7.0,298.0,5.67,21.61,206.47
4757,0.97,30.0,9.0,316.0,3.59,17.54,831.52
4758,0.16,46.0,15.0,108046.0,468.46,27.43,1189.45
4759,0.33,14.0,8.0,160.0,4.48,22.07,174.95
4760,0.9,30.0,14.0,3149773.0,14175.18,64.48,95018.19
4761,0.52,25.0,14.0,483.0,6.47,11.07,283.19
4762,0.45,12.0,7.0,3667.0,6.62,17.38,197.22
4763,0.45,22.0,6.0,969.0,8.88,11.9,665.73
4764,0.12,11.0,7.0,2041.0,3.28,24.3,264.78
4765,0.49,16.0,8.0,773.0,5.77,18.65,263.63
4766,0.14,17.0,10.0,225707.0,522.66,48.07,2048.09
4767,0.39,24.0,8.0,2151.0,8.13,19.71,400.81
4768,0.33,41.0,26.0,293070.0,940.28,29.82,10076.43
4769,0.08,10.0,5.0,84.0,6.6,10.72,123.72
4770,0.39,4.0,3.0,46.0,4.0,12.62,131.15
4771,0.66,26.0,8.0,43625.0,418.78,78.24,3769.42
4772,0.65,31.0,8.0,230.0,5.71,17.31,423.08
4773,0.8,21.0,8.0,6059.0,8.61,37.95,1633.56
4774,0.36,37.0,9.0,5982.5,23.86,54.28,545.64
4775,0.49,12.0,6.0,2003.0,6.87,22.76,312.97
4776,0.8,21.0,8.0,1140.0,4.69,13.78,468.99
4777,0.63,41.0,28.0,284664.0,1406.93,52.97,10377.89
4778,0.26,26.0,6.0,167037.0,415.28,27.16,2513.29
4779,0.18,6.0,4.0,29.0,5.02,10.92,104.46
4780,0.94,7.0,5.0,197.0,5.1,15.22,410.98
4781,0.1,30.0,17.0,1233.0,6.05,17.3,135.43
4782,0.45,4.0,8.0,664.0,5.71,18.38,229.36
4783,0.34,33.0,12.0,49445.0,104.95,78.63,1039.62
4784,0.23,32.0,16.0,1374.0,10.42,20.4,268.22
4785,0.45,33.0,8.0,768259.0,1043.13,46.68,4989.85
4786,0.21,15.0,8.0,89921.0,239.54,85.99,1138.5
4787,0.39,7.0,4.0,1637.0,10.28,24.23,259.68
4788,0.75,21.0,8.0,8066.0,12.12,69.08,1238.69
4789,0.22,15.0,7.0,578.0,4.95,14.71,158.31
4790,0.49,7.0,8.0,5046.0,10.31,70.65,621.03
4791,0.58,14.0,7.0,3482.0,21.13,22.26,452.4
4792,0.97,20.0,9.0,5691.0,41.13,28.23,2155.54
4793,0.13,13.0,8.0,2578.0,7.4,22.76,222.07
4794,0.18,20.0,20.0,3423.0,15.71,17.95,218.23
4795,0.17,3.0,8.0,3.0,3.08,12.67,99.01
4796,0.32,20.0,9.0,1802.0,6.87,18.32,235.96
4797,0.01,13.0,6.0,804.0,3.46,13.58,121.04
4798,0.52,33.0,8.0,83445.0,335.83,90.89,2121.09
4799,0.8,21.0,8.0,3883.0,14.84,21.6,514.66
4800,0.45,29.0,24.0,8066.0,531.54,95.62,2117.15
4801,0.79,14.0,7.0,2608.0,9.67,12.13,1436.96
4802,0.16,41.0,14.0,1101.0,5.52,22.36,172.93
4803,0.8,3.0,2.0,8.0,6.58,17.57,286.37
4804,0.3,15.0,8.0,251.0,5.48,11.61,171.18
4805,0.36,15.0,8.0,271.0,5.7,18.82,195.74
4806,0.53,9.0,5.0,684.0,3.97,19.92,208.41
4807,0.44,12.0,8.0,25008.0,107.14,37.44,648.21
4808,0.25,9.0,5.0,675.0,5.86,22.29,179.23
4809,0.88,20.0,13.0,6921.0,40.14,86.94,5897.0
4810,0.76,23.0,13.0,16068.0,145.08,98.27,2136.88
4811,0.39,26.0,16.0,2439.0,3.85,18.79,224.0
4812,0.59,8.0,5.0,2930.0,6.75,10.19,259.93
4813,0.98,49.0,18.0,6212.0,13.3,36.92,3074.8
4814,0.43,8.0,5.0,275.0,4.82,20.1,209.09
4815,0.83,20.0,9.0,435811.0,293.35,87.29,6625.75
4816,0.55,20.0,7.0,1844.0,6.44,11.37,260.01
4817,0.45,7.0,5.0,95.0,4.74,13.52,197.3
4818,0.44,16.0,7.0,244.0,5.02,23.81,256.43
4819,0.55,11.0,6.0,24742.0,118.49,47.2,760.32
4820,0.0,24.0,9.0,335.0,5.96,19.9,133.12
4821,0.26,19.0,8.0,82487.0,272.36,91.99,1012.98
4822,0.19,20.0,8.0,1005.0,4.22,17.76,148.13
4823,0.45,20.0,7.0,227.0,4.85,13.87,198.85
4824,0.12,29.0,7.0,115395.0,390.69,39.12,901.53
4825,0.56,7.0,4.0,2903.0,6.11,24.48,437.79
4826,0.14,15.0,7.0,73.0,4.36,23.15,158.28
4827,0.45,59.0,15.0,3232.0,89.97,32.65,7233.42
4828,0.02,17.0,8.0,1057.0,3.25,16.29,139.52
4829,0.19,36.0,11.0,2263.0,3.5,21.71,188.67
4830,0.01,4.0,4.0,965.0,3.64,10.97,192.43
4831,0.24,18.0,9.0,7189.0,23.38,50.38,458.24
4832,0.19,34.0,6.0,872.0,5.41,21.09,160.98
4833,0.94,6.0,4.0,503.0,6.08,23.78,628.98
4834,0.6,23.0,7.0,1737.0,8.76,22.74,708.59
4835,0.47,31.0,7.0,690.0,5.46,13.55,242.83
4836,0.86,10.0,5.0,1585.0,5.33,11.64,440.09
4837,0.54,11.0,7.0,112.0,4.27,23.69,247.71
4838,0.45,10.0,5.0,13667.0,12.42,31.79,249.11
4839,0.51,23.0,8.0,1313.0,3.64,17.57,324.78
4840,0.72,13.0,6.0,237.0,4.75,24.48,330.21
4841,0.63,20.0,8.0,7744.0,28.08,70.21,1262.56
4842,0.99,4.0,4.0,29.0,6.52,12.52,474.47
4843,0.34,4.0,4.0,206.0,6.51,11.54,158.51
4844,0.63,16.0,7.0,1612.0,3.33,15.36,241.06
4845,0.01,28.0,8.0,7386.0,8.66,25.61,234.46
4846,0.33,17.0,6.0,391.0,3.94,11.56,159.66
4847,0.46,26.0,10.0,8275.0,13.11,50.4,721.91
4848,0.45,36.0,8.0,430.0,3.79,10.41,226.19
4849,0.63,4.0,4.0,3232.0,6.21,11.27,221.17
4850,0.45,4.0,4.0,251.0,4.52,12.05,110.07
4851,0.41,14.0,8.0,322.0,4.45,22.44,223.32
4852,0.43,18.0,9.0,1738.0,5.98,13.03,207.73
4853,0.02,6.0,4.0,74.0,6.4,10.84,110.44
4854,0.23,8.0,5.0,41.0,5.33,18.14,156.71
4855,0.71,17.0,10.0,128807.0,1021.99,87.26,4082.84
4856,0.23,50.0,20.0,8066.0,864.52,62.2,5338.82
4857,0.84,30.0,9.0,482.0,6.63,20.96,800.65
4858,0.56,23.0,15.0,774.0,6.89,22.78,537.46
4859,0.68,12.0,6.0,785.0,6.11,13.57,479.27
4860,0.07,4.0,3.0,37.0,3.41,16.27,139.04
4861,0.55,9.0,5.0,215.0,6.68,14.59,258.07
4862,0.07,9.0,5.0,134.0,3.52,19.3,140.11
4863,0.2,12.0,7.0,442.0,5.67,21.77,172.14
4864,0.45,4.0,3.0,131.0,3.06,19.49,234.43
4865,0.64,5.0,4.0,48.0,3.85,16.47,177.56
4866,0.45,36.0,28.0,110246.0,55.3,43.43,828.33
4867,0.74,14.0,8.0,3232.0,14.88,22.84,435.79
4868,0.45,25.0,6.0,153.0,4.35,24.74,247.97
4869,0.13,38.0,7.0,14328.0,10.98,41.93,428.16
4870,0.91,66.0,19.0,120253.0,183.47,49.01,5960.97
4871,0.03,20.0,11.0,9913.0,10.36,91.21,363.07
4872,0.53,41.0,8.0,61820.0,247.45,53.04,1125.38
4873,0.29,9.0,5.0,104.0,3.66,14.06,125.24
4874,0.2,15.0,7.0,239.0,6.24,12.64,132.0
4875,0.45,48.0,17.0,200945.0,316.72,33.52,3247.31
4876,0.49,57.0,8.0,922.0,5.37,15.02,251.92
4877,0.18,10.0,4.0,783.0,5.8,22.68,234.65
4878,0.6,9.0,4.0,138.0,6.1,22.7,310.78
4879,0.41,7.0,8.0,767.0,6.83,22.62,225.51
4880,0.45,11.0,8.0,520.0,4.14,11.67,132.99
4881,0.45,3.0,3.0,84.0,6.32,20.05,209.63
4882,0.55,3.0,3.0,107.0,5.43,13.43,203.37
4883,1.0,23.0,10.0,705048.0,5786.5,47.52,245607.8
4884,0.45,37.0,8.0,13920.0,34.54,40.81,1951.15
4885,0.48,10.0,4.0,100.0,4.29,11.5,140.76
4886,0.28,19.0,8.0,251.0,6.29,22.56,212.75
4887,0.38,20.0,6.0,153.0,3.53,24.43,207.54
4888,0.86,13.0,6.0,14856.0,64.28,82.15,3247.5
4889,0.57,15.0,6.0,43379.0,239.09,37.78,1394.69
4890,0.78,12.0,6.0,1948.0,7.54,20.79,611.21
4891,0.02,8.0,4.0,426.0,6.58,17.07,157.54
4892,0.61,26.0,10.0,20303.0,43.06,83.55,1947.47
4893,0.78,26.0,7.0,1803.0,6.73,18.49,651.77
4894,0.11,31.0,6.0,5949.0,11.95,56.02,488.8
4895,0.29,29.0,9.0,1216.0,4.52,15.68,164.58
4896,0.47,10.0,4.0,5076.0,28.91,42.46,410.11
4897,0.27,28.0,8.0,2899.0,8.77,10.32,301.52
4898,0.98,10.0,4.0,286.0,5.2,20.84,620.38
4899,0.17,47.0,6.0,568968.0,1004.73,77.49,2366.05
4900,0.37,24.0,10.0,326.0,3.45,17.87,226.71
4901,0.85,21.0,8.0,177591.0,346.54,27.76,2407.8
4902,0.46,18.0,6.0,80.0,4.69,19.06,190.26
4903,0.15,7.0,5.0,4794.0,18.86,20.36,217.02
4904,0.36,3.0,2.0,70.0,3.43,11.2,176.35
4905,0.85,6.0,4.0,1164.0,8.7,23.95,1274.44
4906,0.74,12.0,8.0,4745.0,27.9,22.43,488.19
4907,0.94,17.0,6.0,217.0,4.98,24.17,737.69
4908,0.35,26.0,8.0,5386.0,30.04,64.43,588.1
4909,0.42,18.0,6.0,5612.0,31.41,56.41,648.98
4910,0.38,37.0,14.0,86943.0,191.44,55.02,1480.19
4911,0.45,20.0,7.0,555.0,4.45,16.46,163.05
4912,0.16,9.0,8.0,73.0,5.63,13.46,125.5
4913,0.04,18.0,9.0,538.0,3.66,11.86,111.11
4914,0.96,5.0,4.0,240.0,4.47,23.09,397.99
4915,0.37,18.0,9.0,233674.0,1011.11,90.95,3538.17
4916,0.45,10.0,5.0,682.0,3.95,18.68,138.02
4917,0.37,31.0,11.0,782840.0,2759.99,28.97,22607.03
4918,0.87,20.0,8.0,707.0,5.57,18.55,546.52
4919,0.0,7.0,4.0,3232.0,6.27,10.3,105.11
4920,0.89,18.0,6.0,211.0,3.4,11.04,347.9
4921,0.68,17.0,6.0,3359.0,6.24,19.75,617.86
4922,0.24,24.0,7.0,134313.0,553.02,54.22,1849.4
4923,0.45,46.0,9.0,8066.0,198.45,70.06,937.75
4924,0.57,26.0,13.0,1297.0,3.13,21.84,443.09
4925,0.38,17.0,8.0,72057.0,113.79,35.9,547.98
4926,0.02,30.0,8.0,661.0,4.34,19.92,111.88
4927,0.21,40.0,33.0,369382.0,515.79,77.55,3404.05
4928,0.52,14.0,8.0,427.0,6.41,12.76,291.07
4929,0.13,22.0,8.0,5982.5,14.25,51.46,283.47
4930,0.61,18.0,9.0,3174.0,3.58,22.4,428.05
4931,0.66,11.0,6.0,3232.0,104.88,44.29,803.14
4932,0.45,27.0,18.0,47374.0,92.62,46.53,5078.29
4933,0.37,31.0,17.0,36225.0,58.69,38.11,749.84
4934,0.79,28.0,14.0,647.0,6.15,23.67,790.16
4935,0.8,33.0,14.0,33309.0,116.52,32.73,1966.86
4936,0.44,21.0,8.0,78931.0,129.67,54.33,907.11
4937,0.82,5.0,3.0,59.0,3.78,11.22,190.8
4938,0.41,39.0,17.0,1979603.0,674.39,88.21,12960.03
4939,0.24,34.0,11.0,1990.0,5.72,10.76,202.2
4940,0.94,16.0,8.0,877.0,4.78,13.12,584.88
4941,0.45,16.0,8.0,95312.0,828.04,77.56,41778.68
4942,0.75,15.0,8.0,233.0,5.87,17.17,409.97
4943,0.45,23.0,11.0,10936.0,41.42,74.21,764.02
4944,0.38,9.0,5.0,950.0,3.45,11.61,171.6
4945,0.02,15.0,8.0,3173.0,8.61,16.39,178.88
4946,0.4,12.0,6.0,46687.0,151.37,38.34,892.78
4947,0.86,12.0,8.0,31257.0,142.84,95.11,1726.61
4948,0.05,26.0,10.0,12838.0,37.52,86.35,508.31
4949,0.61,9.0,4.0,4728.0,18.95,15.23,326.27
4950,0.47,16.0,8.0,2025.0,5.96,10.57,221.03
4951,0.24,31.0,10.0,18907.0,44.15,84.24,792.35
4952,0.47,20.0,8.0,4480.0,12.83,19.77,352.98
4953,0.31,12.0,6.0,1210.0,5.28,23.73,226.6
4954,0.53,36.0,8.0,188.0,4.64,19.75,354.88
4955,0.48,30.0,15.0,17803.0,30.31,43.24,956.29
4956,0.91,13.0,7.0,3757.0,13.51,23.02,711.08
4957,0.02,28.0,6.0,378383.0,230.64,97.29,1075.07
4958,0.45,20.0,18.0,57334.0,101.14,47.95,1054.72
4959,0.51,19.0,8.0,111448.0,320.07,35.35,1860.88
4960,0.77,10.0,5.0,1026.0,3.99,14.01,416.01
4961,0.24,28.0,16.0,66915.0,144.82,68.64,716.89
4962,0.45,20.0,6.0,21316.0,72.0,69.36,718.93
4963,0.51,12.0,7.0,21370.0,62.1,26.13,896.85
4964,0.3,18.0,7.0,79326.0,172.57,78.83,812.66
4965,0.08,40.0,18.0,147330.0,195.17,94.21,771.61
4966,0.84,23.0,12.0,1797.0,3.6,24.96,892.59
4967,0.38,18.0,10.0,204848.0,1117.07,60.28,2514.69
4968,0.12,34.0,6.0,5982.5,16.89,17.99,250.34
4969,0.54,31.0,15.0,2102.0,3.9,18.02,336.19
4970,0.39,34.0,13.0,25516.0,89.43,63.34,1365.25
4971,0.45,22.0,13.0,8000.0,30.54,58.4,2229.0
4972,0.29,29.0,9.0,11467.0,24.53,99.76,858.24
4973,0.74,19.0,7.0,9381.0,52.19,84.8,2225.65
4974,0.09,39.0,15.0,7957127.0,11423.74,27.22,14762.01
4975,0.35,29.0,13.0,2100801.0,3094.46,71.37,8192.2
4976,0.65,27.0,15.0,17635.0,51.64,52.61,2023.93
4977,0.56,19.0,7.0,664.0,6.2,14.04,281.52
4978,0.32,21.0,10.0,11032.0,38.27,41.36,508.02
4979,0.46,25.0,15.0,1692.0,6.12,15.47,298.23
4980,0.45,17.0,6.0,980.0,10.41,15.62,477.51
4981,0.34,12.0,6.0,133.0,5.99,19.62,189.05
4982,0.32,29.0,6.0,10849.0,13.57,77.61,512.54
4983,0.86,31.0,7.0,664.0,3.01,17.35,770.54
4984,0.4,20.0,3.0,13.0,6.59,10.5,144.41
4985,0.71,17.0,9.0,110669.0,159.78,80.46,1570.37
4986,0.45,13.0,7.0,49527.0,59.79,63.48,536.09
4987,0.14,15.0,8.0,159638.0,265.28,28.56,598.57
4988,0.36,27.0,15.0,46620.0,85.13,52.04,1485.05
4989,0.09,25.0,11.0,2584.0,9.16,24.14,245.22
4990,0.45,30.0,10.0,1851.0,6.85,14.5,224.39
4991,0.11,15.0,7.0,2327.0,5.79,11.93,180.55
4992,0.93,20.0,8.0,251.0,5.72,23.91,1032.03
4993,0.46,22.0,9.0,1252.0,3.82,17.11,242.76
4994,0.7,20.0,7.0,3232.0,11.64,69.09,1656.21
4995,0.33,22.0,11.0,264284.0,1483.81,80.04,2899.81
4996,0.7,23.0,9.0,593459.0,3909.31,85.29,19503.45
4997,0.49,20.0,8.0,115395.0,729.09,51.55,10626.73
4998,0.43,14.0,8.0,69502.0,189.12,85.05,1344.93
4999,0.21,26.0,8.0,5982.5,67.45,36.04,595.17
5000,0.63,25.0,8.0,1840.0,10.09,13.2,369.21
5001,0.37,3.0,2.0,45.0,5.82,14.6,145.87
5002,0.72,19.0,9.0,1138.0,7.67,13.58,459.61
5003,0.32,19.0,7.0,51131.0,71.51,79.88,1097.06
5004,0.475,27.0,14.0,1527773.0,2207.76,43.71,14107.63
5005,0.52,14.0,8.0,185.0,3.18,16.39,206.26
5006,0.55,22.0,7.0,224105.0,251.45,63.64,2457.9
5007,0.87,7.0,4.0,105.0,4.09,15.01,252.61
5008,0.38,21.0,13.0,8066.0,48.99,28.15,731.54
5009,0.04,28.0,9.0,630.0,4.86,19.49,144.08
5010,0.69,33.0,15.0,2248.0,3.23,12.65,374.67
5011,0.6,21.0,11.0,519468.0,2963.77,37.73,16579.54
5012,0.28,23.0,8.0,31863.0,19.39,71.94,508.17
5013,0.14,16.0,8.0,21618.0,7.03,87.3,496.96
5014,0.28,23.0,12.0,7055.0,21.45,78.69,686.05
5015,0.42,8.0,8.0,259.0,6.53,12.73,155.78
5016,0.98,12.0,7.0,478.0,3.99,14.35,445.66
5017,0.02,37.0,15.0,874.0,6.77,18.31,112.04
5018,0.69,20.0,8.0,6397.0,34.71,54.31,1219.77
5019,0.59,29.0,15.0,2065.0,9.0,24.1,964.06
5020,0.52,13.0,7.0,112.0,3.06,10.25,148.45
5021,0.66,19.0,14.0,500.0,6.64,23.62,677.25
5022,0.36,40.0,22.0,251.0,3.5,11.54,201.13
5023,0.45,16.0,8.0,1071.0,4.29,16.37,575.45
5024,0.45,34.0,16.0,7421.0,3.37,41.56,237.34
5025,0.6,27.0,9.0,7836.0,7.93,73.74,1019.35
5026,0.53,29.0,17.0,1556664.0,10292.87,77.8,31321.84
5027,0.05,8.0,4.0,7095.0,20.87,60.76,390.69
5028,0.54,21.0,8.0,358.0,6.46,12.55,335.37
5029,0.26,18.0,8.0,2049.0,6.78,11.65,210.83
5030,0.32,31.0,16.0,912586.0,1107.52,44.84,2689.3
5031,0.97,9.0,4.0,376.0,4.59,24.55,467.6
5032,0.49,32.0,22.0,4391181.0,11041.46,86.02,81568.28
5033,0.45,9.0,4.0,4665.0,17.38,23.11,333.97
5034,0.16,20.0,14.0,36150.0,12.8,67.35,623.76
5035,0.27,36.0,22.0,3742712.0,11880.96,53.8,22524.89
5036,0.59,5.0,3.0,53.0,4.84,13.4,158.54
5037,0.5,15.0,6.0,8066.0,6.63,10.62,299.77
5038,0.85,13.0,8.0,33994.0,305.07,52.74,2457.0
5039,0.57,18.0,8.0,10939.0,27.47,32.32,477.58
5040,0.44,23.0,10.0,308319.0,415.38,58.03,2978.81
5041,0.2,18.0,8.0,7402.0,25.18,98.73,535.34
5042,0.45,6.0,5.0,708.0,5.12,13.1,193.79
5043,0.45,27.0,11.0,8586.0,9.58,72.41,1202.76
5044,0.29,39.0,23.0,7666999.0,12907.06,58.08,45626.93
5045,0.78,36.0,10.0,2538444.0,11033.1,35.8,25113.62
5046,0.17,20.0,7.0,29233.0,73.91,72.07,596.28
5047,0.74,13.0,6.0,24018.0,180.61,65.25,1335.55
5048,0.24,38.0,17.0,3750.0,4.65,17.83,229.58
5049,0.18,3.0,3.0,18.0,3.25,24.54,149.95
5050,0.59,23.0,6.0,251.0,6.82,10.37,278.03
5051,0.69,58.0,16.0,8186224.0,21707.94,43.33,94967.69
5052,0.79,19.0,6.0,453.0,6.97,12.74,513.34
5053,0.45,5.0,4.0,1712.0,7.93,24.67,1019.1
5054,0.45,26.0,16.0,1341889.0,3054.86,89.73,18018.83
5055,0.93,6.0,4.0,1611.0,3.63,16.69,306.65
5056,0.79,33.0,17.0,775.0,4.55,24.48,940.11
5057,0.65,15.0,6.0,387.0,5.35,24.71,392.35
5058,0.45,23.0,8.0,2954.0,35.8,23.64,970.35
5059,0.15,27.0,11.0,11292.0,22.52,26.71,306.55
5060,0.45,14.0,6.0,4308.0,47.12,22.89,1241.26
5061,0.41,17.0,7.0,4044.0,6.69,15.58,309.78
5062,0.55,3.0,2.0,8066.0,3.3,13.12,146.48
5063,0.56,34.0,11.0,1894.0,4.23,11.09,302.42
5064,0.37,22.0,8.0,7595.0,12.99,96.88,1024.94
5065,0.38,13.0,6.0,22348.0,107.85,61.52,762.87
5066,0.07,10.0,5.0,3232.0,6.93,15.04,189.7
5067,0.38,28.0,9.0,3323.0,4.7,19.76,324.73
5068,0.77,43.0,11.0,5855.0,25.59,28.86,1119.05
5069,0.45,24.0,8.0,217.0,6.57,23.02,1097.59
5070,0.55,13.0,7.0,298.0,3.62,20.44,245.97
5071,0.19,16.0,7.0,42447.0,162.11,60.58,639.21
5072,0.24,12.0,7.0,656.0,3.28,10.47,158.33
5073,0.49,14.0,6.0,125.0,3.51,14.09,170.97
5074,0.26,48.0,28.0,133430.0,609.74,60.06,2910.83
5075,0.45,9.0,5.0,534.0,5.03,24.22,218.06
5076,0.12,39.0,20.0,3755.0,11.62,14.7,178.08
5077,0.0,37.0,12.0,2962372.0,5794.95,65.2,9020.75
5078,0.48,23.0,12.0,28292.0,170.73,59.27,1002.89
5079,0.5,11.0,8.0,1547.0,6.12,17.19,303.2
5080,0.55,16.0,6.0,47875.0,169.88,81.47,1195.13
5081,0.47,11.0,8.0,61224.0,155.42,52.34,1020.59
5082,0.28,18.0,8.0,5178.0,20.26,30.71,390.69
5083,0.82,16.0,7.0,2929.0,26.5,20.36,613.19
5084,0.43,29.0,7.0,1250.0,5.07,15.43,266.21
5085,0.64,12.0,8.0,41568.0,126.14,63.39,980.0
5086,0.45,7.0,5.0,5982.5,3.53,13.88,112.56
5087,0.45,17.0,8.0,5982.5,36.11,10.78,435.31
5088,0.07,33.0,8.0,477.0,4.32,24.54,151.53
5089,0.06,30.0,8.0,425547.0,163.67,71.61,1517.82
5090,0.99,25.0,7.0,115395.0,1268.35,43.16,4489.25
5091,0.83,8.0,4.0,7016.0,19.97,42.31,570.65
5092,0.88,16.0,7.0,115395.0,79.12,51.91,6157.88
5093,0.56,11.0,7.0,2596.0,3.65,13.85,373.28
5094,0.3,20.0,12.0,1921.0,10.43,18.55,223.35
5095,0.61,10.0,5.0,178.0,6.06,23.38,298.38
5096,0.06,22.0,13.0,1374.0,4.22,18.29,171.24
5097,0.13,30.0,15.0,7923.0,25.88,93.12,599.83
5098,0.38,3.0,2.0,13.0,6.72,23.81,199.6
5099,0.19,27.0,12.0,24624.0,34.67,60.18,681.49
5100,0.45,21.0,10.0,5982.5,9.71,61.55,1422.3
5101,0.89,13.0,6.0,1757.0,11.01,24.31,577.55
5102,0.8,23.0,15.0,3115.0,7.95,16.16,915.1
5103,0.3,20.0,16.0,1658590.0,4132.33,31.67,11550.72
5104,0.37,21.0,9.0,1086.0,6.5,21.32,266.85
5105,0.7,32.0,13.0,1662.0,7.53,23.59,891.47
