,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,scheduled_year,scheduled_month,scheduled_day,scheduled_dateofmonth,delivery_year,delivery_month,delivery_day,delivery_dateofmonth,delta,state
4855,0.41,14.0,8.0,322.0,Aluminium,4.45,22.44,No,No,Yes,Airways,No,Working Class,No,223.32,2018,8,1,7,2018,8,2,8,1 ,ND
4856,0.43,18.0,9.0,1738.0,Clay,5.98,13.03,Yes,No,No,Waterways,Yes,Working Class,Yes,207.73,2017,5,0,15,2017,5,1,16,1 ,GA
4857,0.02,6.0,4.0,74.0,Clay,6.4,10.84,Yes,No,No,Waterways,Yes,Working Class,No,110.44,2015,5,1,12,2015,5,1,12,0 ,LA
4858,0.23,8.0,5.0,41.0,Aluminium,5.33,18.14,No,No,No,Roadways,No,Wealthy,No,156.71,2018,3,0,19,2018,3,0,19,0 ,TX
4859,0.71,17.0,10.0,128807.0,Marble,1021.99,87.26,No,Yes,No,Roadways,No,Working Class,No,4082.84,2018,8,5,11,2018,8,2,8,-3 ,MO
4860,0.23,50.0,20.0,8066.0,Brass,864.52,62.2,Yes,No,No,Roadways,No,Working Class,No,5338.82,2017,10,6,8,2017,10,3,5,-3 ,WI
4861,0.84,30.0,9.0,482.0,Wood,6.63,20.96,No,Yes,No,Airways,No,Working Class,No,800.65,2017,9,5,2,2017,9,5,2,0 ,NE
4862,0.56,23.0,15.0,774.0,Wood,6.89,22.78,Yes,No,Yes,Roadways,No,Working Class,Yes,537.46,2019,5,3,23,2019,5,3,23,0 ,KS
4863,0.68,12.0,6.0,785.0,Clay,6.11,13.57,No,Yes,Yes,Airways,Yes,Wealthy,No,479.27,2017,2,6,19,2017,2,3,16,-3 ,RI
4864,0.07,4.0,3.0,37.0,Clay,3.41,16.27,No,No,No,Waterways,Yes,Working Class,Yes,139.04,2015,9,1,1,2015,8,5,29,-3 ,RI
4865,0.55,9.0,5.0,215.0,Clay,6.68,14.59,No,Yes,Yes,Airways,Yes,Working Class,No,258.07,2017,1,1,10,2017,1,2,11,1 ,WA
4866,0.07,9.0,5.0,134.0,Aluminium,3.52,19.3,Yes,No,Yes,Waterways,No,Working Class,No,140.11,2017,12,4,1,2017,12,4,1,0 ,SC
4867,0.2,12.0,7.0,442.0,Aluminium,5.67,21.77,Yes,No,Yes,Waterways,No,Working Class,No,172.14,2017,4,5,29,2017,5,0,1,2 ,ND
4868,0.45,4.0,3.0,131.0,Brass,3.06,19.49,No,No,Yes,Airways,No,Wealthy,No,234.43,2018,10,4,5,2018,10,4,5,0 ,NJ
4869,0.64,5.0,4.0,48.0,Wood,3.85,16.47,No,Yes,No,Roadways,No,Wealthy,No,177.56,2016,6,1,21,2016,6,3,23,2 ,IL
4870,0.45,36.0,28.0,110246.0,Material_NA,55.3,43.43,Yes,Yes,No,Roadways,No,Wealthy,No,828.33,2017,1,2,11,2017,1,6,15,4 ,OK
4871,0.74,14.0,8.0,3232.0,Material_NA,14.88,22.84,No,No,No,Roadways,No,Working Class,No,435.79,2017,12,1,19,2017,12,1,19,0 ,KY
4872,0.45,25.0,6.0,153.0,Wood,4.35,24.74,Yes,No,No,Waterways,No,Working Class,Yes,247.97,2019,4,6,28,2019,4,2,24,-4 ,MD
4873,0.13,38.0,7.0,14328.0,Brass,10.98,41.93,No,Yes,Yes,Airways,No,Wealthy,No,428.16,2018,8,2,15,2018,8,2,15,0 ,VA
4874,0.91,66.0,19.0,120253.0,Bronze,183.47,49.01,No,No,No,Airways,Yes,Working Class,No,5960.97,2015,4,1,7,2015,4,4,3,-4 ,UT
4875,0.03,20.0,11.0,9913.0,Bronze,10.36,91.21,Yes,No,No,Roadways,No,Working Class,No,363.07,2016,3,3,3,2016,3,0,7,4 ,ND
4876,0.53,41.0,8.0,61820.0,Brass,247.45,53.04,No,No,No,Waterways,No,Working Class,No,1125.38,2017,4,4,28,2017,4,6,30,2 ,GA
4877,0.29,9.0,5.0,104.0,Wood,3.66,14.06,No,No,No,Roadways,No,Wealthy,No,125.24,2015,7,6,5,2015,7,1,7,2 ,MT
4878,0.2,15.0,7.0,239.0,Wood,6.24,12.64,No,Yes,No,Airways,No,Working Class,Yes,132.0,2018,5,1,29,2018,5,1,29,0 ,NE
4879,0.45,48.0,17.0,200945.0,Brass,316.72,33.52,No,No,No,Roadways,No,Working Class,No,3247.31,2019,6,6,23,2019,6,2,26,3 ,SD
4880,0.49,57.0,8.0,922.0,Wood,5.37,15.02,Yes,No,No,Waterways,No,Working Class,No,251.92,2015,12,2,23,2015,12,3,24,1 ,MT
4881,0.18,10.0,4.0,783.0,Brass,5.8,22.68,No,Yes,Yes,Roadways,No,Wealthy,No,234.65,2015,10,5,31,2015,10,5,31,0 ,MD
4882,0.6,9.0,4.0,138.0,Clay,6.1,22.7,No,No,Yes,Roadways,Yes,Working Class,No,310.78,2017,2,3,2,2017,2,4,3,1 ,CT
4883,0.41,7.0,8.0,767.0,Brass,6.83,22.62,No,No,Yes,Roadways,No,Working Class,No,225.51,2018,4,6,29,2018,5,3,3,4 ,RI
4884,0.45,11.0,8.0,520.0,Clay,4.14,11.67,Yes,No,Yes,Waterways,Yes,Working Class,No,132.99,2017,10,4,13,2017,10,3,12,-1 ,
4885,0.45,3.0,3.0,84.0,Bronze,6.32,20.05,No,No,Yes,Roadways,No,Wealthy,No,209.63,2016,2,3,4,2016,1,6,31,-4 ,HI
4886,0.55,3.0,3.0,107.0,Marble,5.43,13.43,No,Yes,No,Roadways,No,Working Class,No,203.37,2019,1,1,29,2019,1,3,31,2 ,GA
4887,1.0,23.0,10.0,705048.0,Stone,5786.5,47.52,No,Yes,No,Roadways,No,Wealthy,No,245607.8,2015,4,2,15,2015,4,6,19,4 ,IL
4888,0.45,37.0,8.0,13920.0,Bronze,34.54,40.81,Yes,Yes,Yes,Airways,No,Working Class,No,1951.15,2017,9,0,18,2017,9,5,16,-2 ,KS
4889,0.48,10.0,4.0,100.0,Material_NA,4.29,11.5,No,No,Yes,Waterways,No,Working Class,No,140.76,2019,6,5,29,2019,7,0,1,2 ,WA
4890,0.28,19.0,8.0,251.0,Wood,6.29,22.56,No,Yes,No,Roadways,No,Wealthy,No,212.75,2019,4,4,26,2019,4,4,26,0 ,DE
4891,0.38,20.0,6.0,153.0,Wood,3.53,24.43,No,Yes,No,Airways,No,Working Class,No,207.54,2015,2,6,1,2015,2,6,1,0 ,KY
4892,0.86,13.0,6.0,14856.0,Marble,64.28,82.15,Yes,No,Yes,Waterways,No,Working Class,No,3247.5,2015,3,6,15,2015,3,2,18,3 ,
4893,0.57,15.0,6.0,43379.0,Marble,239.09,37.78,No,Yes,Yes,Airways,No,Wealthy,No,1394.69,2019,7,6,7,2019,7,0,8,1 ,CT
4894,0.78,12.0,6.0,1948.0,Bronze,7.54,20.79,No,No,Yes,Roadways,No,Working Class,No,611.21,2016,11,3,10,2016,11,6,13,3 ,PA
4895,0.02,8.0,4.0,426.0,Bronze,6.58,17.07,No,No,Yes,Airways,No,Working Class,No,157.54,2016,3,2,2,2016,2,6,28,-3 ,MI
4896,0.61,26.0,10.0,20303.0,Brass,43.06,83.55,No,No,Yes,Roadways,No,Wealthy,No,1947.47,2015,8,5,22,2015,8,2,19,-3 ,MT
4897,0.78,26.0,7.0,1803.0,Clay,6.73,18.49,No,No,No,Roadways,Yes,Working Class,No,651.77,2015,9,5,5,2015,9,5,5,0 ,MD
4898,0.11,31.0,6.0,5949.0,Material_NA,11.95,56.02,Yes,Yes,Yes,Airways,No,Wealthy,Yes,488.8,2017,1,5,7,2017,1,4,6,-1 ,
4899,0.29,29.0,9.0,1216.0,Aluminium,4.52,15.68,No,No,No,Roadways,No,Working Class,No,164.58,2017,10,5,14,2017,10,4,13,-1 ,CO
4900,0.47,10.0,4.0,5076.0,Stone,28.91,42.46,Yes,No,No,Waterways,No,Working Class,No,410.11,2017,12,1,12,2017,12,4,15,3 ,AK
4901,0.27,28.0,8.0,2899.0,Clay,8.77,10.32,No,Yes,Yes,Roadways,Yes,Working Class,No,301.52,2016,12,6,4,2016,12,1,6,2 ,MN
4902,0.98,10.0,4.0,286.0,Clay,5.2,20.84,No,Yes,Yes,Roadways,Yes,Working Class,Yes,620.38,2015,9,5,26,2015,9,5,26,0 ,MO
4903,0.17,47.0,6.0,568968.0,Marble,1004.73,77.49,No,No,No,Roadways,Yes,Working Class,Yes,2366.05,2017,11,1,28,2017,11,3,30,2 ,CA
4904,0.37,24.0,10.0,326.0,Wood,3.45,17.87,Yes,Yes,Yes,Airways,No,Working Class,Yes,226.71,2016,8,0,22,2016,8,4,26,4 ,MA
4905,0.85,21.0,8.0,177591.0,Marble,346.54,27.76,Yes,No,No,Roadways,No,Working Class,No,2407.8,2019,4,2,17,2019,4,3,18,1 ,FL
4906,0.46,18.0,6.0,80.0,Wood,4.69,19.06,No,No,No,Airways,No,Working Class,No,190.26,2019,2,3,14,2019,2,5,16,2 ,AL
4907,0.15,7.0,5.0,4794.0,Marble,18.86,20.36,Yes,Yes,No,Airways,No,Working Class,No,217.02,2019,7,3,11,2019,7,0,15,4 ,CA
4908,0.36,3.0,2.0,70.0,Material_NA,3.43,11.2,No,No,No,Roadways,No,Working Class,No,176.35,2016,4,4,22,2016,4,1,19,-3 ,NV
4909,0.85,6.0,4.0,1164.0,Marble,8.7,23.95,Yes,Yes,Yes,Roadways,No,Working Class,No,1274.44,2017,7,2,19,2017,7,2,19,0 ,AZ
4910,0.74,12.0,8.0,4745.0,Material_NA,27.9,22.43,No,No,No,Roadways,No,Working Class,Yes,488.19,2017,10,6,22,2017,10,4,20,-2 ,VA
4911,0.94,17.0,6.0,217.0,Aluminium,4.98,24.17,Yes,No,Yes,Waterways,No,Working Class,No,737.69,2016,5,6,1,2016,4,4,29,-2 ,SD
4912,0.35,26.0,8.0,5386.0,Bronze,30.04,64.43,Yes,No,No,Waterways,No,Working Class,No,588.1,2016,2,5,6,2016,2,3,4,-2 ,FL
4913,0.42,18.0,6.0,5612.0,Brass,31.41,56.41,No,Yes,Yes,Roadways,No,Working Class,No,648.98,2017,12,3,21,2017,12,2,20,-1 ,WI
4914,0.38,37.0,14.0,86943.0,Brass,191.44,55.02,Yes,Yes,No,Airways,No,Wealthy,No,1480.19,2019,6,5,1,2019,6,2,5,4 ,OR
4915,0.45,20.0,7.0,555.0,Aluminium,4.45,16.46,Yes,Yes,No,Airways,No,Working Class,No,163.05,2015,4,2,15,2015,4,5,11,-4 ,TX
4916,0.16,9.0,8.0,73.0,Wood,5.63,13.46,No,No,No,Roadways,No,Wealthy,Yes,125.5,2015,12,1,29,2015,12,1,29,0 ,WA
4917,0.04,18.0,9.0,538.0,Aluminium,3.66,11.86,No,Yes,No,Airways,No,Working Class,No,111.11,2019,3,2,13,2019,3,1,12,-1 ,FL
4918,0.96,5.0,4.0,240.0,Brass,4.47,23.09,No,Yes,No,Airways,No,Wealthy,No,397.99,2019,4,2,17,2019,4,3,18,1 ,HI
4919,0.37,18.0,9.0,233674.0,Stone,1011.11,90.95,No,Yes,No,Roadways,No,Wealthy,No,3538.17,2015,10,0,12,2015,10,3,8,-4 ,AR
4920,0.45,10.0,5.0,682.0,Bronze,3.95,18.68,No,No,No,Roadways,No,Working Class,No,138.02,2018,11,1,27,2018,11,1,27,0 ,NY
4921,0.37,31.0,11.0,782840.0,Stone,2759.99,28.97,Yes,Yes,Yes,Airways,No,Wealthy,Yes,22607.03,2017,11,1,28,2017,11,6,26,-2 ,IN
4922,0.87,20.0,8.0,707.0,Clay,5.57,18.55,No,Yes,No,Roadways,Yes,Working Class,No,546.52,2015,11,1,24,2015,11,6,22,-2 ,
4923,0.0,7.0,4.0,3232.0,Material_NA,6.27,10.3,Yes,No,Yes,Airways,No,Working Class,No,105.11,2017,4,4,28,2017,5,0,1,3 ,KS
4924,0.89,18.0,6.0,211.0,Wood,3.4,11.04,Yes,No,Yes,Waterways,No,Working Class,No,347.9,2015,1,5,10,2015,1,4,9,-1 ,ME
4925,0.68,17.0,6.0,3359.0,Brass,6.24,19.75,No,Yes,No,Airways,No,Wealthy,No,617.86,2017,4,5,29,2017,4,1,25,-4 ,
4926,0.24,24.0,7.0,134313.0,Material_NA,553.02,54.22,Yes,No,Yes,Waterways,No,Wealthy,No,1849.4,2018,4,2,25,2018,4,5,28,3 ,LA
4927,0.45,46.0,9.0,8066.0,Brass,198.45,70.06,No,No,No,Waterways,No,Working Class,Yes,937.75,2017,4,6,16,2017,4,3,20,4 ,KY
4928,0.57,26.0,13.0,1297.0,Clay,3.13,21.84,No,Yes,No,Airways,Yes,Wealthy,Yes,443.09,2018,6,1,12,2018,6,5,16,4 ,WI
4929,0.38,17.0,8.0,72057.0,Marble,113.79,35.9,No,No,No,Roadways,No,Working Class,No,547.98,2016,1,1,5,2016,1,4,8,3 ,MD
4930,0.02,30.0,8.0,661.0,Wood,4.34,19.92,No,No,No,Waterways,No,Working Class,No,111.88,2016,10,5,15,2016,10,0,17,2 ,MO
4931,0.21,40.0,33.0,369382.0,Brass,515.79,77.55,Yes,No,No,Roadways,No,Working Class,No,3404.05,2018,11,1,20,2018,11,1,20,0 ,MA
4932,0.52,14.0,8.0,427.0,Aluminium,6.41,12.76,No,Yes,Yes,Roadways,No,Wealthy,No,291.07,2017,1,1,3,2017,1,0,2,-1 ,ID
4933,0.13,22.0,8.0,5982.5,Bronze,14.25,51.46,No,No,No,Roadways,No,Working Class,No,283.47,2019,3,6,17,2019,3,1,19,2 ,NH
4934,0.61,18.0,9.0,3174.0,Brass,3.58,22.4,No,No,Yes,Roadways,No,Working Class,No,428.05,2015,12,4,11,2015,12,2,9,-2 ,NJ
4935,0.66,11.0,6.0,3232.0,Material_NA,104.88,44.29,Yes,No,No,Roadways,No,Working Class,No,803.14,2018,12,5,15,2018,12,0,17,2 ,GA
4936,0.45,27.0,18.0,47374.0,Brass,92.62,46.53,No,No,Yes,Roadways,No,Working Class,No,5078.29,2015,10,3,8,2015,10,5,10,2 ,ME
4937,0.37,31.0,17.0,36225.0,Bronze,58.69,38.11,No,No,Yes,Roadways,No,Working Class,No,749.84,2015,9,4,18,2015,9,0,21,3 ,IA
4938,0.79,28.0,14.0,647.0,Aluminium,6.15,23.67,No,Yes,No,Airways,No,Wealthy,No,790.16,2015,2,5,7,2015,2,2,11,4 ,WY
4939,0.8,33.0,14.0,33309.0,Brass,116.52,32.73,No,Yes,No,Roadways,No,Wealthy,No,1966.86,2018,8,1,21,2018,8,1,21,0 ,NJ
4940,0.44,21.0,8.0,78931.0,Marble,129.67,54.33,No,Yes,No,Roadways,No,Wealthy,No,907.11,2016,6,5,11,2016,6,2,15,4 ,RI
4941,0.82,5.0,3.0,59.0,Clay,3.78,11.22,Yes,Yes,No,Airways,Yes,Working Class,No,190.8,2018,8,5,25,2018,8,5,25,0 ,MI
4942,0.41,39.0,17.0,1979603.0,Material_NA,674.39,88.21,Yes,No,Yes,Airways,Yes,Working Class,No,12960.03,2019,5,3,2,2019,4,1,30,-2 ,CT
4943,0.24,34.0,11.0,1990.0,Material_NA,5.72,10.76,Yes,No,No,Airways,No,Wealthy,Yes,202.2,2017,5,2,3,2017,4,5,29,-4 ,NE
4944,0.94,16.0,8.0,877.0,Clay,4.78,13.12,Yes,Yes,No,Airways,Yes,Working Class,Yes,584.88,2019,6,1,18,2019,6,2,19,1 ,TX
4945,0.45,16.0,8.0,95312.0,Stone,828.04,77.56,No,No,No,Roadways,No,Working Class,No,41778.68,2018,10,3,18,2018,10,6,21,3 ,MS
4946,0.75,15.0,8.0,233.0,Aluminium,5.87,17.17,No,No,Yes,Roadways,No,Working Class,Yes,409.97,2015,1,1,27,2015,1,1,27,0 ,CA
4947,0.45,23.0,11.0,10936.0,Bronze,41.42,74.21,No,Yes,No,Roadways,No,Wealthy,No,764.02,2019,6,5,15,2019,6,0,17,2 ,ID
4948,0.38,9.0,5.0,950.0,Brass,3.45,11.61,No,No,Yes,Roadways,No,Working Class,No,171.6,2019,5,1,28,2019,5,1,28,0 ,MS
4949,0.02,15.0,8.0,3173.0,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,No,178.88,2015,3,6,22,2015,3,0,23,1 ,IN
4950,0.4,12.0,6.0,46687.0,Stone,151.37,38.34,No,Yes,No,Roadways,No,Wealthy,No,892.78,2017,8,4,18,2017,8,4,18,0 ,SC
4951,0.86,12.0,8.0,31257.0,Marble,142.84,95.11,No,No,No,Airways,No,Working Class,No,1726.61,2016,8,0,15,2016,8,4,19,4 ,SD
4952,0.05,26.0,10.0,12838.0,Bronze,37.52,86.35,Yes,No,Yes,Waterways,No,Wealthy,No,508.31,2016,9,1,13,2016,9,2,14,1 ,AL
4953,0.61,9.0,4.0,4728.0,Marble,18.95,15.23,No,Yes,No,Airways,No,Working Class,No,326.27,2015,11,1,17,2015,11,4,13,-4 ,FL
4954,0.47,16.0,8.0,2025.0,Bronze,5.96,10.57,Yes,No,No,Waterways,No,Wealthy,No,221.03,2015,12,6,13,2015,12,4,11,-2 ,NE
4955,0.24,31.0,10.0,18907.0,Bronze,44.15,84.24,No,No,Yes,Roadways,No,Wealthy,Yes,792.35,2017,10,3,12,2017,10,5,14,2 ,DE
4956,0.47,20.0,8.0,4480.0,Bronze,12.83,19.77,Yes,Yes,No,Airways,No,Working Class,Yes,352.98,2016,1,2,27,2016,1,3,28,1 ,CO
4957,0.31,12.0,6.0,1210.0,Brass,5.28,23.73,Yes,No,No,Waterways,No,Working Class,Yes,226.6,2018,6,0,11,2018,6,2,13,2 ,SD
4958,0.53,36.0,8.0,188.0,Wood,4.64,19.75,Yes,No,No,Waterways,No,Wealthy,No,354.88,2015,3,2,18,2015,3,5,14,-4 ,IA
4959,0.48,30.0,15.0,17803.0,Bronze,30.31,43.24,No,Yes,No,Airways,No,Wealthy,No,956.29,2015,5,4,22,2015,5,2,20,-2 ,
4960,0.91,13.0,7.0,3757.0,Brass,13.51,23.02,Yes,Yes,No,Roadways,No,Wealthy,No,711.08,2019,2,1,19,2019,2,4,22,3 ,GA
4961,0.02,28.0,6.0,378383.0,Stone,230.64,97.29,No,Yes,No,Roadways,No,Working Class,No,1075.07,2019,2,0,4,2019,2,5,2,-2 ,WY
4962,0.45,20.0,18.0,57334.0,Bronze,101.14,47.95,Yes,Yes,No,Airways,No,Wealthy,No,1054.72,2016,1,5,30,2016,1,5,30,0 ,AL
4963,0.51,19.0,8.0,111448.0,Marble,320.07,35.35,No,No,Yes,Roadways,No,Working Class,No,1860.88,2015,2,2,18,2015,2,5,14,-4 ,CT
4964,0.77,10.0,5.0,1026.0,Brass,3.99,14.01,Yes,Yes,Yes,Airways,No,Wealthy,No,416.01,2019,6,6,9,2019,6,4,7,-2 ,AR
4965,0.24,28.0,16.0,66915.0,Brass,144.82,68.64,Yes,No,Yes,Waterways,No,Working Class,No,716.89,2016,3,6,6,2016,3,3,10,4 ,IL
4966,0.45,20.0,6.0,21316.0,Material_NA,72.0,69.36,No,No,No,Roadways,No,Working Class,Yes,718.93,2017,10,0,9,2017,10,4,6,-3 ,DC
4967,0.51,12.0,7.0,21370.0,Marble,62.1,26.13,No,No,Yes,Waterways,No,Working Class,No,896.85,2017,1,3,12,2017,1,1,10,-2 ,ME
4968,0.3,18.0,7.0,79326.0,Marble,172.57,78.83,Yes,No,Yes,Waterways,No,Working Class,No,812.66,2016,12,1,27,2016,12,0,26,-1 ,ID
4969,0.08,40.0,18.0,147330.0,Brass,195.17,94.21,Yes,No,Yes,Waterways,No,Working Class,No,771.61,2018,4,6,29,2018,4,4,27,-2 ,NJ
4970,0.84,23.0,12.0,1797.0,Clay,3.6,24.96,Yes,No,Yes,Waterways,Yes,Wealthy,No,892.59,2018,5,1,1,2018,5,3,3,2 ,MT
4971,0.38,18.0,10.0,204848.0,Marble,1117.07,60.28,Yes,No,Yes,Waterways,No,Working Class,Yes,2514.69,2016,5,3,19,2016,5,0,16,-3 ,CO
4972,0.12,34.0,6.0,5982.5,Bronze,16.89,17.99,Yes,Yes,No,Airways,No,Wealthy,Yes,250.34,2018,5,1,1,2018,5,1,1,0 ,NM
4973,0.54,31.0,15.0,2102.0,Material_NA,3.9,18.02,No,No,No,Airways,No,Working Class,No,336.19,2018,10,4,19,2018,10,0,15,-4 ,LA
4974,0.39,34.0,13.0,25516.0,Bronze,89.43,63.34,Yes,No,No,Airways,No,Working Class,No,1365.25,2015,3,3,26,2015,3,6,29,3 ,ND
4975,0.45,22.0,13.0,8000.0,Brass,30.54,58.4,Yes,Yes,No,Airways,No,Working Class,No,2229.0,2017,7,3,20,2017,7,3,20,0 ,WY
4976,0.29,29.0,9.0,11467.0,Bronze,24.53,99.76,Yes,Yes,Yes,Roadways,No,Working Class,No,858.24,2019,3,3,14,2019,3,5,16,2 ,GA
4977,0.74,19.0,7.0,9381.0,Brass,52.19,84.8,No,Yes,No,Airways,No,Working Class,No,2225.65,2017,4,2,26,2017,4,6,23,-3 ,PA
4978,0.09,39.0,15.0,7957127.0,Stone,11423.74,27.22,Yes,No,No,Waterways,No,Working Class,Yes,14762.01,2018,8,3,2,2018,8,4,3,1 ,AZ
4979,0.35,29.0,13.0,2100801.0,Stone,3094.46,71.37,No,No,No,Waterways,No,Working Class,No,8192.2,2015,7,6,5,2015,7,5,4,-1 ,
4980,0.65,27.0,15.0,17635.0,Bronze,51.64,52.61,No,Yes,Yes,Roadways,No,Wealthy,No,2023.93,2016,9,3,22,2016,9,2,21,-1 ,CA
4981,0.56,19.0,7.0,664.0,Aluminium,6.2,14.04,No,No,Yes,Roadways,No,Working Class,No,281.52,2018,5,4,11,2018,5,4,11,0 ,ID
4982,0.32,21.0,10.0,11032.0,Bronze,38.27,41.36,No,Yes,No,Airways,No,Wealthy,No,508.02,2016,4,1,12,2016,4,1,12,0 ,MO
4983,0.46,25.0,15.0,1692.0,Aluminium,6.12,15.47,No,No,No,Roadways,No,Wealthy,No,298.23,2015,6,0,1,2015,5,3,28,-4 ,
4984,0.45,17.0,6.0,980.0,Clay,10.41,15.62,Yes,No,Yes,Waterways,Yes,Working Class,No,477.51,2017,6,0,26,2017,6,2,28,2 ,CO
4985,0.34,12.0,6.0,133.0,Wood,5.99,19.62,Yes,No,No,Waterways,No,Wealthy,No,189.05,2017,4,2,12,2017,4,3,13,1 ,NY
4986,0.32,29.0,6.0,10849.0,Brass,13.57,77.61,No,No,No,Roadways,No,Working Class,No,512.54,2018,2,2,21,2018,2,6,25,4 ,
4987,0.86,31.0,7.0,664.0,Aluminium,3.01,17.35,No,Yes,Yes,Roadways,No,Wealthy,No,770.54,2019,7,5,13,2019,7,4,12,-1 ,WV
4988,0.4,20.0,3.0,13.0,Wood,6.59,10.5,Yes,No,No,Waterways,No,Wealthy,No,144.41,2018,3,1,6,2018,3,1,6,0 ,AL
4989,0.71,17.0,9.0,110669.0,Marble,159.78,80.46,No,No,No,Roadways,No,Working Class,No,1570.37,2017,11,4,24,2017,11,5,25,1 ,WY
4990,0.45,13.0,7.0,49527.0,Material_NA,59.79,63.48,Yes,No,Yes,Roadways,No,Working Class,No,536.09,2017,12,3,21,2017,12,1,19,-2 ,DE
4991,0.14,15.0,8.0,159638.0,Stone,265.28,28.56,Yes,No,No,Roadways,No,Working Class,No,598.57,2016,4,3,7,2016,4,4,8,1 ,
4992,0.36,27.0,15.0,46620.0,Brass,85.13,52.04,No,Yes,No,Roadways,No,Working Class,No,1485.05,2017,1,5,21,2017,1,4,20,-1 ,NM
4993,0.09,25.0,11.0,2584.0,Clay,9.16,24.14,No,Yes,No,Roadways,Yes,Wealthy,No,245.22,2019,7,6,7,2019,7,3,4,-3 ,ME
4994,0.45,30.0,10.0,1851.0,Aluminium,6.85,14.5,No,No,No,Roadways,No,Working Class,No,224.39,2019,5,0,20,2019,5,1,21,1 ,MN
4995,0.11,15.0,7.0,2327.0,Brass,5.79,11.93,Yes,Yes,No,Airways,No,Wealthy,No,180.55,2017,8,1,15,2017,8,4,18,3 ,WV
4996,0.93,20.0,8.0,251.0,Wood,5.72,23.91,Yes,No,No,Waterways,No,Working Class,No,1032.03,2016,12,5,10,2016,12,3,8,-2 ,WV
4997,0.46,22.0,9.0,1252.0,Clay,3.82,17.11,No,No,Yes,Roadways,Yes,Working Class,No,242.76,2015,11,3,26,2015,11,0,30,4 ,IN
4998,0.7,20.0,7.0,3232.0,Material_NA,11.64,69.09,No,Yes,Yes,Airways,No,Wealthy,Yes,1656.21,2018,1,0,1,2018,1,0,1,0 ,AL
4999,0.33,22.0,11.0,264284.0,Marble,1483.81,80.04,No,Yes,Yes,Roadways,No,Working Class,No,2899.81,2019,6,3,20,2019,6,4,21,1 ,PA
5000,0.7,23.0,9.0,593459.0,Stone,3909.31,85.29,No,No,Yes,Roadways,No,Working Class,No,19503.45,2015,9,0,14,2015,9,3,10,-4 ,UT
5001,0.49,20.0,8.0,115395.0,Marble,729.09,51.55,Yes,No,No,Roadways,No,Wealthy,No,10626.73,2018,8,1,7,2018,8,5,4,-3 ,CT
5002,0.43,14.0,8.0,69502.0,Material_NA,189.12,85.05,Yes,No,No,Roadways,No,Working Class,No,1344.93,2016,5,0,23,2016,5,4,20,-3 ,RI
5003,0.21,26.0,8.0,5982.5,Bronze,67.45,36.04,No,Yes,No,Roadways,No,Wealthy,No,595.17,2018,12,6,9,2018,12,3,6,-3 ,IA
5004,0.63,25.0,8.0,1840.0,Clay,10.09,13.2,No,No,Yes,Roadways,Yes,Wealthy,No,369.21,2017,3,1,7,2017,3,2,8,1 ,IL
5005,0.37,3.0,2.0,45.0,Brass,5.82,14.6,Yes,No,No,Waterways,No,Working Class,No,145.87,2015,11,1,10,2015,11,5,14,4 ,ND
5006,0.72,19.0,9.0,1138.0,Material_NA,7.67,13.58,Yes,No,No,Roadways,No,Working Class,No,459.61,2018,9,3,6,2018,9,4,7,1 ,IN
5007,0.32,19.0,7.0,51131.0,Marble,71.51,79.88,No,No,No,Roadways,No,Wealthy,Yes,1097.06,2017,5,0,22,2017,5,6,21,-1 ,SD
5008,0.475,27.0,14.0,1527773.0,Stone,2207.76,43.71,No,Yes,No,Roadways,No,Working Class,No,14107.63,2015,11,2,4,2015,11,5,7,3 ,NJ
5009,0.52,14.0,8.0,185.0,Wood,3.18,16.39,Yes,No,No,Roadways,No,Working Class,No,206.26,2019,8,0,19,2019,8,4,23,4 ,ID
5010,0.55,22.0,7.0,224105.0,Stone,251.45,63.64,Yes,No,No,Airways,No,Working Class,No,2457.9,2018,12,5,8,2018,12,2,5,-3 ,GA
5011,0.87,7.0,4.0,105.0,Aluminium,4.09,15.01,No,No,No,Roadways,No,Working Class,Yes,252.61,2017,3,6,19,2017,3,0,20,1 ,KY
5012,0.38,21.0,13.0,8066.0,Brass,48.99,28.15,No,Yes,Yes,Roadways,No,Wealthy,No,731.54,2016,4,4,1,2016,4,4,1,0 ,LA
5013,0.04,28.0,9.0,630.0,Wood,4.86,19.49,No,Yes,No,Airways,No,Wealthy,No,144.08,2019,8,3,15,2019,8,4,16,1 ,
5014,0.69,33.0,15.0,2248.0,Aluminium,3.23,12.65,No,No,No,Waterways,No,Wealthy,No,374.67,2017,8,3,24,2017,8,0,21,-3 ,OK
5015,0.6,21.0,11.0,519468.0,Stone,2963.77,37.73,No,Yes,Yes,Airways,No,Working Class,No,16579.54,2019,3,2,13,2019,3,2,13,0 ,UT
5016,0.28,23.0,8.0,31863.0,Bronze,19.39,71.94,Yes,No,No,Waterways,No,Working Class,No,508.17,2019,6,6,30,2019,7,3,4,4 ,MD
5017,0.14,16.0,8.0,21618.0,Material_NA,7.03,87.3,Yes,No,No,Waterways,No,Working Class,No,496.96,2019,2,4,8,2019,2,4,8,0 ,SD
