"","X","Artist.Reputation","Height","Width","Weight","Material","Price.Of.Sculpture","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Remote.Location","Cost","scheduled_year","scheduled_month","scheduled_day","scheduled_dateofmonth","delivery_year","delivery_month","delivery_day","delivery_dateofmonth","delta","state","Cost_Numeric"
"2140",5485,0.7,33,8,1255108,"Stone",9366.86,51.54,"No","No","Yes","Roadways","No","Working Class","Yes","Very-Expensive",2017,7,5,29,2017,7,2,26,-3,"HI",787603.32
"2141",913,0.45,25,11,287118,"Marble",919.19,34.57,"Yes","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2016,1,3,7,2016,1,6,10,3,"ID",13859.49
"2142",3957,0.73,37,21,115395,"Marble",3995.91,72.61,"Yes","No","Yes","Airways","Yes","Working Class","No","Very-Expensive",2016,5,2,11,2016,5,2,11,0,"MT",34793.27
"2143",4211,0.86,55,37,593389,"Brass",1294.48,57.18,"No","No","No","Waterways","No","Wealthy","Yes","Very-Expensive",2016,8,4,12,2016,8,3,11,-1,"UT",6781.53
"2144",829,0.25,28,10,477200,"Marble",2360.24,50.82,"Yes","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,1,4,23,2015,1,4,23,0,"AZ",4430.95
"2145",5015,0.6,21,11,519468,"Stone",2963.77,37.73,"No","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2019,3,2,13,2019,3,2,13,0,"UT",16579.54
"2146",433,0.45,33,23,1467936,"Marble",1332.33,45.19,"No","Yes","No","Roadways","No","Wealthy","Yes","Very-Expensive",2018,6,1,5,2018,6,4,1,-4,"MO",10414.91
"2147",5638,0.82,34,19,91291,"Brass",814.18,37.2,"Yes","No","No","Waterways","No","Wealthy","Yes","Very-Expensive",2018,1,0,8,2018,1,6,7,-1,"GA",76751.43
"2148",2660,0.42,52,26,281213,"Brass",1506.76,89.65,"Yes","No","No","Airways","No","Working Class","No","Very-Expensive",2019,3,1,12,2019,3,1,12,0,"",5129.83
"2149",3635,0.45,22,10,419022,"Material_NA",1351.42,75.69,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,3,4,6,2015,3,5,7,1,"ID",3697.13
"2150",2777,0.72,20,8,166745,"Stone",830.91,74.89,"Yes","Yes","No","Airways","No","Wealthy","No","Very-Expensive",2016,6,1,21,2016,6,2,22,1,"NM",54012.03
"2151",2321,0.69,46,36,213585,"Bronze",266.74,63.91,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2018,2,2,14,2018,2,6,18,4,"CA",4076.69
"2152",5461,0.5,39,6,923841,"Stone",3926.8,84.79,"Yes","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2019,2,2,20,2019,2,6,24,4,"DE",15737.24
"2153",1294,1,17,13,7024,"Bronze",78.37,27.18,"No","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2019,4,5,6,2019,4,1,9,3,"DC",7786.21
"2154",1427,0.49,54,26,441718,"Brass",579.61,89.11,"No","No","Yes","Waterways","No","Working Class","No","Very-Expensive",2019,8,3,1,2019,7,1,30,-2,"ND",5718.59
"2155",5310,0.73,23,6,99049,"Marble",723.09,50.56,"Yes","No","Yes","Airways","No","Wealthy","No","Very-Expensive",2018,11,6,25,2018,11,2,21,-4,"",32117.69
"2156",1903,0.83,34,10,838953,"Marble",2272.88,49.91,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2016,3,4,18,2016,3,0,14,-4,"NH",19061.24
"2157",5318,0.47,26,10,241975,"Marble",692.44,75.73,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2019,2,3,28,2019,2,1,26,-2,"NV",5114.67
"2158",2029,0.52,37,29,24046,"Clay",70.56,82.43,"Yes","Yes","Yes","Airways","Yes","Working Class","No","Very-Expensive",2018,10,2,3,2018,10,5,6,3,"OK",3555.1
"2159",6128,0.48,15,7,108417,"Stone",727.24,78.35,"Yes","No","Yes","Waterways","No","Working Class","Yes","Very-Expensive",2015,2,4,20,2015,2,2,18,-2,"CA",9156.23
"2160",1225,0.1,30,15,2546721,"Stone",984.71,33.87,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2018,11,4,23,2018,11,1,27,4,"WI",4122.46
"2161",1540,0.69,19,8,59541,"Stone",485.66,85.74,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,5,4,19,2017,5,1,23,4,"NM",3713.66
"2162",3049,0.8,26,9,81516,"Marble",332.84,85.77,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,6,4,2,2017,6,1,6,4,"AZ",3215.58
"2163",675,0.93,19,6,117141,"Stone",1123.45,61.58,"Yes","No","No","Waterways","No","Working Class","No","Very-Expensive",2018,8,2,22,2018,8,0,20,-2,"NJ",3806.62
"2164",5039,0.27,36,22,3742712,"Marble",11880.96,53.8,"No","No","No","Airways","Yes","Wealthy","No","Very-Expensive",2019,6,6,30,2019,6,2,26,-4,"NY",22524.89
"2165",4241,0.45,26,17,39715,"Bronze",67.25,31.05,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2016,11,4,4,2016,11,0,7,3,"AZ",3487.44
"2166",5594,0.42,26,7,498141,"Stone",725.45,59.02,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,8,1,29,2017,9,4,1,3,"RI",6239.74
"2167",1351,0.93,19,8,102566,"Marble",452.14,89.85,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,1,0,5,2015,1,3,8,3,"MO",6576.86
"2168",1409,0.45,41,12,2904327,"Stone",7352.05,38.32,"No","Yes","Yes","Airways","No","Wealthy","No","Very-Expensive",2017,7,5,1,2017,7,1,4,3,"MD",1684094.04
"2169",4330,0.87,20,6,147479,"Stone",752.62,69.12,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2019,6,3,13,2019,6,0,17,4,"MI",36533.06
"2170",3465,0.61,45,10,1553870,"Material_NA",8896.48,61.24,"Yes","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2016,7,0,25,2016,7,1,26,1,"TX",263026.46
"2171",4831,0.45,59,15,3232,"Material_NA",89.97,32.65,"No","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2017,4,3,13,2017,4,4,14,1,"MI",7233.42
"2172",2915,0.86,41,25,5773155,"Marble",37830.75,98.32,"Yes","Yes","Yes","Airways","Yes","Wealthy","No","Very-Expensive",2017,5,2,24,2017,5,0,22,-2,"FL",609990.64
"2173",2367,0.81,41,17,85784,"Brass",356.75,54.25,"No","No","No","Airways","No","Working Class","No","Very-Expensive",2015,3,6,22,2015,3,6,22,0,"MD",4197.74
"2174",2062,0.85,34,28,95208,"Bronze",701.08,93.88,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2017,3,1,7,2017,3,1,7,0,"OK",60552.92
"2175",1552,0.54,29,20,221082,"Stone",25046.64,36.35,"Yes","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2016,7,1,5,2016,7,5,2,-3,"ND",64425.76
"2176",3262,0.24,39,15,2220506,"Marble",1662.11,73.19,"No","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2015,7,0,27,2015,7,3,23,-4,"NV",5283.03
"2177",4574,0.45,31,18,6181825,"Stone",13599.19,92.7,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2018,4,1,10,2018,4,4,13,3,"UT",13432.43
"2178",2759,0.64,21,9,482125,"Stone",3920,75.2,"No","Yes","No","Roadways","No","Wealthy","Yes","Very-Expensive",2016,4,0,11,2016,4,6,10,-1,"WI",21386.12
"2179",4578,0.82,46,12,2086001,"Marble",1986,63.63,"No","No","Yes","Roadways","Yes","Working Class","No","Very-Expensive",2017,2,0,20,2017,2,5,18,-2,"AK",13199.22
"2180",5629,0.6,36,11,221082,"Stone",5622.81,29.04,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2019,1,4,11,2019,1,2,9,-2,"CA",40544.41
"2181",679,0.45,26,8,1291994,"Material_NA",1989.44,38.99,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2018,6,2,13,2018,6,5,16,3,"NV",13075.3
"2182",5216,0.77,34,16,1678895,"Marble",5338.9,88.54,"Yes","No","No","Airways","No","Working Class","No","Very-Expensive",2016,2,1,9,2016,2,1,9,0,"KS",76931.46
"2183",2241,0.39,35,18,1575046,"Marble",1551.42,34.82,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2016,5,0,23,2016,5,0,23,0,"",6720.05
"2184",1117,0.93,35,14,35902,"Bronze",46.2,63.91,"No","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2017,10,5,14,2017,10,5,14,0,"MN",4791.38
"2185",1642,0.45,37,10,515049,"Marble",2001.4,60.36,"Yes","Yes","No","Roadways","Yes","Wealthy","Yes","Very-Expensive",2015,1,3,1,2015,1,3,1,0,"GA",5326.3
"2186",960,0.68,35,22,58179,"Bronze",49.11,76.83,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2017,12,4,15,2017,12,6,17,2,"MO",3511.68
"2187",6081,0.77,35,7,687467,"Stone",2986.02,97.27,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2019,4,1,9,2019,4,1,9,0,"IN",18296.76
"2188",664,0.59,26,6,133987,"Marble",409.78,55.05,"No","Yes","No","Airways","No","Wealthy","No","Very-Expensive",2016,7,6,24,2016,7,3,28,4,"KS",3619.57
"2189",328,0.04,42,15,4408968,"Material_NA",3121.58,55.29,"Yes","Yes","Yes","Roadways","No","Working Class","No","Very-Expensive",2017,9,3,7,2017,9,0,11,4,"UT",28577.57
"2190",1488,0.36,32,19,2515578,"Marble",16096.58,91.24,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2018,3,2,14,2018,3,6,18,4,"AZ",25697.54
"2191",2644,0.73,27,12,390819,"Marble",858.28,76.06,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2018,7,5,14,2018,7,3,12,-2,"MT",47440.33
"2192",1431,0.52,30,25,6065475,"Stone",28255.14,36.45,"Yes","No","No","Airways","No","Working Class","No","Very-Expensive",2018,11,4,30,2018,12,1,4,4,"AR",72385.43
"2193",2197,0.72,35,19,8066,"Brass",296.55,53.65,"Yes","No","No","Airways","No","Working Class","No","Very-Expensive",2017,12,4,1,2017,11,0,27,-4,"OH",3306.88
"2194",1248,0.27,31,13,1266851,"Marble",2737.74,43.24,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,12,4,4,2015,12,5,5,1,"IN",4706.77
"2195",4100,0.82,16,7,111795,"Stone",616.48,59.84,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,3,6,8,2015,3,3,5,-3,"VA",17851.7
"2196",1392,0.91,38,22,98032,"Material_NA",539.92,53.73,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2016,8,4,19,2016,8,4,19,0,"OH",16077.38
"2197",6331,0.83,34,15,839893,"Marble",3633.01,78.7,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2016,4,3,14,2016,4,3,14,0,"FL",23765.66
"2198",2144,0.45,26,8,221082,"Stone",5177.02,86.81,"Yes","No","Yes","Roadways","No","Wealthy","No","Very-Expensive",2016,2,6,7,2016,2,6,7,0,"UT",96236.45
"2199",212,0.89,50,11,97829,"Brass",1005.56,36.74,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2015,1,2,21,2015,1,6,25,4,"KS",4719.74
"2200",2817,0.29,37,15,3513025,"Stone",14165.14,71.59,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2018,1,5,27,2018,1,5,27,0,"OR",20762.63
"2201",222,0.42,42,9,2202536,"Stone",8910.21,96.97,"Yes","No","No","Waterways","No","Working Class","No","Very-Expensive",2017,9,2,13,2017,9,6,10,-3,"WI",84990.55
"2202",5257,0.52,37,13,1025441,"Marble",2831.8,56.9,"No","No","No","Waterways","Yes","Working Class","No","Very-Expensive",2019,8,0,12,2019,8,6,11,-1,"SC",5839.99
"2203",3297,0.85,21,16,5982.5,"Bronze",127.24,98.45,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2019,1,5,26,2019,1,1,22,-4,"KS",3366.28
"2204",269,0.45,36,23,1314125,"Marble",1368.62,90.75,"No","No","Yes","Roadways","Yes","Working Class","Yes","Very-Expensive",2017,12,3,7,2017,12,3,7,0,"MI",3501.71
"2205",3374,0.63,30,9,1016836,"Stone",1695.05,25.67,"No","No","No","Airways","No","Working Class","No","Very-Expensive",2019,1,5,19,2019,1,6,20,1,"WV",6521.97
"2206",1475,0.72,24,11,210797,"Marble",1157.62,63.36,"No","No","Yes","Airways","No","Working Class","No","Very-Expensive",2019,4,1,9,2019,4,2,10,1,"MN",4095.07
"2207",3877,0.71,20,8,312444,"Material_NA",2546.03,80.89,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Expensive",2016,9,3,29,2016,9,4,30,1,"NC",11187.32
"2208",5720,0.48,33,10,1712984,"Stone",9162.25,40.87,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2019,8,0,26,2019,8,3,29,3,"IA",180775.14
"2209",564,0.54,26,18,1828523,"Marble",3658.05,98.75,"Yes","Yes","No","Airways","No","Working Class","Yes","Very-Expensive",2018,4,4,13,2018,4,2,11,-2,"GA",25055.9
"2210",4426,0.06,36,11,1928890,"Stone",4560.68,40.89,"No","No","No","Waterways","No","Working Class","No","Very-Expensive",2016,1,3,28,2016,2,0,1,4,"",5022.48
"2211",186,0.74,21,12,3232,"Material_NA",1906.22,61.53,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2017,3,1,14,2017,3,3,16,2,"MO",3571.53
"2212",6201,0.9,35,17,1502030,"Marble",6613.93,63.12,"No","Yes","No","Airways","No","Wealthy","No","Very-Expensive",2019,6,4,7,2019,6,0,3,-4,"VT",434759.19
"2213",6360,0.21,31,19,2216466,"Marble",1936,41.68,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2018,12,3,20,2018,12,1,18,-2,"GA",7729.5
"2214",1678,0.34,20,20,221082,"Stone",2555.78,48.36,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,6,5,3,2017,6,5,3,0,"AR",11690.72
"2215",255,0.45,20,17,2427691,"Marble",17547.88,48.1,"No","No","No","Roadways","Yes","Working Class","Yes","Very-Expensive",2017,2,6,19,2017,2,6,19,0,"MO",31313.28
"2216",2614,0.51,47,19,172218,"Brass",668.9,97.06,"Yes","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,5,1,12,2015,5,4,15,3,"DE",5835.78
"2217",1097,0.62,22,15,1835465,"Stone",15171.32,42.11,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2019,1,1,22,2019,1,5,19,-3,"OR",27392.32
"2218",2597,0.51,25,21,1739435,"Marble",13694.68,52.72,"No","No","No","Roadways","No","Wealthy","No","Very-Expensive",2016,11,5,26,2016,11,4,25,-1,"GA",19592.08
"2219",542,0.8,41,18,7131016,"Stone",29508.07,78.65,"Yes","Yes","No","Airways","No","Working Class","No","Very-Expensive",2018,7,3,19,2018,7,0,23,4,"KY",252965.99
"2220",795,0.78,18,9,240539,"Stone",1275.06,62.45,"No","Yes","No","Airways","No","Working Class","Yes","Very-Expensive",2016,4,1,26,2016,4,3,28,2,"WI",5586.58
"2221",3264,0.23,49,14,2810985,"Marble",6821.95,77.86,"No","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2018,3,3,15,2018,3,0,12,-3,"WA",21842.18
"2222",479,0.95,33,16,3392859,"Stone",23198.8,52,"Yes","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2015,8,0,17,2015,8,3,13,-4,"IL",95657.56
"2223",1951,0.85,30,8,210920,"Marble",1983.56,30.66,"Yes","No","No","Roadways","No","Wealthy","No","Very-Expensive",2016,11,6,27,2016,11,2,23,-4,"AK",3517.12
"2224",4567,0.45,37,6,240817,"Marble",578.29,54.99,"No","No","Yes","Airways","Yes","Working Class","Yes","Very-Expensive",2015,5,2,20,2015,5,5,16,-4,"ND",4883.61
"2225",5488,0.64,48,20,6887736,"Marble",39736.29,85.76,"No","Yes","Yes","Roadways","Yes","Wealthy","No","Very-Expensive",2018,6,2,13,2018,6,0,11,-2,"HI",379795.38
"2226",3497,0.26,21,8,501492,"Stone",2006.41,53.06,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2018,10,0,8,2018,10,0,8,0,"NH",6518.86
"2227",866,0.97,29,13,16310,"Bronze",132.65,62.64,"Yes","Yes","No","Airways","No","Working Class","No","Very-Expensive",2015,10,4,16,2015,10,2,14,-2,"",3762.24
"2228",5894,0.37,27,13,815888,"Marble",3971.26,34.42,"No","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2017,11,4,24,2017,11,1,28,4,"HI",6656.64
"2229",3589,0.52,21,9,537458,"Stone",1407.43,26.17,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2018,3,1,20,2018,3,6,18,-2,"VA",4327.71
"2230",249,0,31,16,1641621,"Marble",1181.16,93.14,"Yes","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2016,10,5,15,2016,10,5,15,0,"PA",4385.12
"2231",2086,0.47,22,8,437722,"Stone",535.34,49.4,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2017,1,3,12,2017,1,1,10,-2,"CO",6440.06
"2232",5856,0.57,29,8,340641,"Stone",1561,34.64,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2016,1,3,28,2016,1,2,27,-1,"IL",3106.29
"2233",1462,0.17,38,9,1169736,"Stone",3798.29,71.82,"No","No","No","Waterways","No","Working Class","No","Very-Expensive",2018,12,6,9,2018,12,3,13,4,"DE",4610.93
"2234",1801,0.36,32,11,1972298,"Stone",4331.51,25.04,"No","No","Yes","Roadways","No","Working Class","Yes","Very-Expensive",2016,12,0,26,2016,12,3,22,-4,"",20453.61
"2235",670,0.39,37,28,5081960,"Marble",34431.89,79.22,"No","No","No","Airways","Yes","Wealthy","No","Very-Expensive",2016,11,2,9,2016,11,5,12,3,"RI",88578.53
"2236",5431,0.84,20,22,2358378,"Marble",10899.28,47.69,"No","No","No","Roadways","Yes","Working Class","Yes","Very-Expensive",2015,7,4,10,2015,7,6,12,2,"NV",31704.03
"2237",2471,0.94,29,11,265302,"Material_NA",2108.99,28.49,"Yes","Yes","Yes","Airways","No","Wealthy","No","Very-Expensive",2015,2,5,14,2015,2,5,14,0,"GA",22341.99
"2238",1993,0.93,39,24,100937,"Bronze",1039.9,35.22,"Yes","No","Yes","Roadways","No","Working Class","Yes","Very-Expensive",2016,10,1,4,2016,10,0,3,-1,"RI",6879.95
"2239",429,0.55,28,13,764933,"Marble",1091.27,38.01,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2016,7,1,26,2016,7,4,29,3,"TX",5502.32
"2240",1296,0.95,31,15,7131,"Clay",30.84,86.76,"No","No","No","Roadways","Yes","Wealthy","No","Very-Expensive",2019,4,4,5,2019,4,4,5,0,"NC",4596.21
"2241",5503,0.45,34,10,1343791,"Stone",5117.29,39.34,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,1,3,12,2017,1,1,10,-2,"KY",22853.89
"2242",5412,0.98,23,12,384282,"Marble",3558.24,26.41,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2018,10,3,18,2018,10,0,22,4,"WV",20565.21
"2243",3463,0.86,49,7,1443776,"Stone",9801.84,27.17,"Yes","No","No","Airways","No","Working Class","Yes","Very-Expensive",2017,1,4,6,2017,1,2,4,-2,"MT",1817188.28
"2244",1218,0.82,30,8,279249,"Stone",2440.98,40.59,"No","Yes","No","Airways","No","Working Class","No","Very-Expensive",2019,8,4,16,2019,8,4,16,0,"MI",13493.1
"2245",888,0.49,23,8,527220,"Stone",1182.58,57.42,"No","Yes","No","Roadways","No","Wealthy","Yes","Very-Expensive",2016,12,3,1,2016,12,4,2,1,"DC",5906.52
"2246",2181,0.71,21,12,603939,"Stone",3538.97,95.94,"No","No","No","Airways","No","Working Class","No","Very-Expensive",2016,7,0,25,2016,7,0,25,0,"CO",18029.38
"2247",6099,0.75,19,8,113349,"Marble",722.65,49.23,"No","No","No","Airways","No","Working Class","No","Very-Expensive",2017,9,3,7,2017,9,3,7,0,"AR",23453.74
"2248",4294,0.7,49,27,14797323,"Marble",70117.2,65.55,"No","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2017,7,2,19,2017,7,3,20,1,"CA",1955935.04
"2249",3476,0.73,51,33,1374,"Clay",101.55,85.85,"No","No","Yes","Roadways","Yes","Working Class","No","Very-Expensive",2017,7,0,24,2017,7,3,27,3,"CA",4137.83
"2250",4457,0.45,20,19,7209691,"Stone",26137.81,35.79,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2018,12,0,3,2018,12,5,1,-2,"NJ",93486.49
"2251",2960,0.52,26,12,859282,"Stone",3529.41,64.19,"No","No","No","Roadways","No","Wealthy","No","Very-Expensive",2019,5,6,12,2019,5,1,14,2,"NV",12381
"2252",3498,0.34,51,21,9117294,"Marble",5579.21,46.57,"No","Yes","Yes","Airways","Yes","Wealthy","No","Very-Expensive",2015,4,1,7,2015,4,3,9,2,"IN",154844.15
"2253",6265,0.48,20,22,173824,"Brass",334.85,64.34,"No","No","Yes","Roadways","No","Working Class","Yes","Very-Expensive",2019,7,4,12,2019,7,0,8,-4,"WV",3421.82
"2254",4145,0.75,20,15,737276,"Marble",473.64,84.64,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2015,9,2,9,2015,9,5,12,3,"IL",12242.58
"2255",3620,0.67,25,19,1801438,"Marble",6601.7,49.98,"Yes","Yes","No","Airways","No","Wealthy","No","Very-Expensive",2018,8,0,27,2018,8,0,27,0,"DC",207840.53
"2256",322,0.92,20,9,518773,"Material_NA",1404.97,60.79,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2017,2,0,27,2017,2,1,28,1,"CT",8782.7
"2257",4625,0.45,29,11,413334,"Marble",1446.12,70.08,"Yes","Yes","No","Airways","No","Working Class","No","Very-Expensive",2015,12,4,18,2015,12,5,19,1,"LA",3992.4
"2258",5788,0.88,45,9,29714,"Brass",124.61,93.22,"Yes","No","No","Waterways","No","Working Class","Yes","Very-Expensive",2016,2,3,18,2016,2,6,14,-4,"WY",4656.73
"2259",6174,0.99,20,11,195249,"Marble",617.22,42.56,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2015,6,3,11,2015,6,6,14,3,"NV",29467.36
"2260",2040,0.42,25,11,904412,"Stone",537.84,97.22,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2019,1,2,23,2019,1,3,24,1,"LA",3845.22
"2261",1824,0.29,28,11,1082957,"Stone",4029.79,54.61,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2019,2,0,18,2019,2,1,19,1,"LA",11159.53
"2262",23,0.57,29,9,745770,"Stone",3403.92,30.87,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2018,11,3,15,2018,11,1,13,-2,"NM",39680.72
"2263",5818,0.85,37,10,15654,"Bronze",25.33,85.72,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2017,11,1,7,2017,11,3,9,2,"OK",3700.68
"2264",1547,0.92,22,10,337175,"Marble",2797.21,56.87,"Yes","No","No","Waterways","No","Working Class","No","Very-Expensive",2016,10,3,6,2016,10,0,10,4,"GA",8074.06
"2265",1983,0.13,20,15,2059754,"Material_NA",1430.54,33.98,"Yes","No","No","Airways","Yes","Working Class","No","Very-Expensive",2019,5,4,17,2019,5,0,13,-4,"NM",6136.16
"2266",2815,0.45,20,9,1378586,"Stone",2357.92,95.02,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2016,5,4,6,2016,5,3,5,-1,"IN",12152.76
"2267",4757,0.21,51,8,247279,"Material_NA",855.03,95.82,"Yes","No","Yes","Airways","No","Working Class","No","Very-Expensive",2015,8,6,2,2015,8,2,5,3,"",5794.09
"2268",1717,0.31,42,17,3628805,"Marble",9308.65,61.24,"No","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2016,2,0,8,2016,2,6,7,-1,"IA",70599.93
"2269",231,0.15,46,19,3192344,"Marble",2802.14,70.93,"No","No","No","Roadways","Yes","Working Class","No","Very-Expensive",2019,6,3,6,2019,6,5,8,2,"",5888.11
"2270",2401,0.32,41,8,7743522,"Material_NA",16039.01,95.76,"Yes","No","No","Roadways","No","Working Class","Yes","Very-Expensive",2018,4,5,21,2018,4,1,24,3,"VA",37741.52
"2271",1960,0.75,29,13,1068371,"Marble",3172.3,51.02,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2017,2,6,19,2017,2,3,16,-3,"",23329.21
"2272",3448,0.79,36,6,68354,"Marble",534.4,67.97,"No","Yes","No","Airways","Yes","Wealthy","No","Very-Expensive",2018,5,5,12,2018,5,5,12,0,"CT",11730.57
"2273",2409,0.67,31,8,223028,"Stone",2012,32.8,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Very-Expensive",2018,5,3,17,2018,5,3,17,0,"AR",16059.56
"2274",3322,0.09,32,12,1484797,"Stone",2800.1,86.08,"No","Yes","Yes","Roadways","No","Wealthy","No","Very-Expensive",2019,2,3,7,2019,2,3,7,0,"NV",8192.17
"2275",4931,0.21,40,33,369382,"Brass",515.79,77.55,"Yes","No","No","Roadways","No","Working Class","No","Very-Expensive",2018,11,1,20,2018,11,1,20,0,"MA",3404.05
"2276",3717,0.25,19,8,281646,"Stone",755.78,83.04,"No","No","Yes","Roadways","No","Working Class","No","Very-Expensive",2018,1,1,23,2018,1,1,23,0,"IL",3615.49
"2277",2568,0.95,7,4,1423,"Marble",9.31,17.05,"No","No","Yes","Waterways","No","Working Class","No","Very-Expensive",2015,1,5,31,2015,1,2,28,-3,"NY",3292.14
"2278",200,1,43,13,43735,"Bronze",115.44,86.23,"Yes","Yes","No","Airways","No","Working Class","Yes","Very-Expensive",2016,7,3,7,2016,7,3,7,0,"OR",7401.55
"2279",2717,0.96,31,14,1151070,"Marble",5857.7,51.9,"Yes","Yes","Yes","Airways","No","Wealthy","No","Very-Expensive",2017,5,1,16,2017,5,6,14,-2,"AR",324855.44
"2280",82,0.93,30,10,1016,"Material_NA",9.89,13.29,"Yes","No","No","Waterways","No","Working Class","No","Very-Expensive",2017,11,1,28,2017,11,4,24,-4,"FL",3144.43
"2281",6223,0.57,24,8,137634,"Marble",686.47,47.2,"No","Yes","No","Roadways","No","Working Class","No","Very-Expensive",2016,9,3,15,2016,9,6,11,-4,"",8852.08
"2282",3137,0.62,30,11,445451,"Stone",698.29,46.63,"No","No","Yes","Waterways","No","Working Class","No","Very-Expensive",2015,4,3,2,2015,4,4,3,1,"MN",9342.88
"2283",765,0.8,42,29,10477,"Material_NA",89.28,96.92,"No","No","No","Roadways","No","Working Class","No","Very-Expensive",2017,5,4,5,2017,5,0,1,-4,"OK",9838.09
"2284",3279,0.89,46,9,7985,"Clay",20.1,34.78,"Yes","Yes","Yes","Airways","Yes","Wealthy","Yes","Very-Expensive",2017,5,5,6,2017,5,5,6,0,"MN",3384.61
"2285",5648,0.5,25,6,109702,"Marble",668.07,86.33,"Yes","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2018,9,5,1,2018,8,1,28,-4,"LA",8247.41
"2286",1001,0.66,30,15,2814033,"Stone",16439.28,34.99,"No","Yes","Yes","Airways","No","Working Class","No","Very-Expensive",2018,5,3,24,2018,5,0,28,4,"",112404.52
"2287",919,0.37,28,8,685585,"Marble",637.17,98.34,"No","Yes","No","Roadways","No","Wealthy","No","Very-Expensive",2016,12,4,30,2016,12,2,28,-2,"CO",6273.96
